hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
7903	BigBlind	2c4c	Jh8s5s	300	3.000	2	3	b200b300c/b300f
7904	Button	7cJc	Ah9h5s	300	3.000	2	3	b300c/kb300f
7905	BigBlind	9cKc	QdJc2h3h	-5400	-54.000	5	5	b200b450c/b450b1350b2250c/b2700b17300f
7906	Button	7c7d		100	1.000	1	1	b300f
7907	BigBlind	TdKd		200	2.000	1	2	b200b450f
7908	Button	JdAd		100	1.000	1	1	b300f
7909	BigBlind	4c2s	Th9d5cKs4s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7910	Button	9dTs		100	1.000	1	1	b300f
7911	BigBlind	KcTh	9s8s6c	450	4.500	2	3	b200b450c/b450f
7912	Button	Tc6h	As8s5s	500	5.000	2	3	b250c/b250b500f
7913	BigBlind	Ad6h	KsTs7s5d	600	6.000	3	4	b200b300c/b300c/b600f
7914	Button	Qh3s	Ac7c4c3d	2000	20.000	4	6	b250c/kb250c/kb500b1500b2500f
7915	BigBlind	6sTs	Kh5s2s	300	3.000	2	3	b200b300c/b300f
7916	Button	TcKh	Ts8h7d5s	4500	45.000	4	6	b300b900b1800c/kb2700c/kb6750f
7917	BigBlind	TdAh		50	0.500	0	1	f
7918	Button	2cQd	As9c3c8s	500	5.000	3	5	b250c/kb250c/kb500f
7919	BigBlind	6cTc		200	2.000	1	2	b200b300f
7920	Button	3h2s	KsQd6h	250	2.500	2	3	b250c/kb250f
7921	BigBlind	Jc4d		200	2.000	1	2	b200b300f
7922	Button	Jc4s	7s7h6d	500	5.000	2	3	b250c/b250b500f
7923	BigBlind	6s7s	KsJc7d4c8c	-3800	-38.000	4	5	b200b300c/b450c/b1150c/b1900c
7924	Button	3hAh	Kc9h6s7c4s	4000	40.000	5	8	b300b900b1800c/b100b200c/kb2000c/kb4000f
7925	BigBlind	AcTd	Kh9d6c	450	4.500	2	3	b200b450c/b450f
7926	Button	6c3d		100	1.000	1	1	b250f
7927	BigBlind	2sJs	AsQs2hKh	750	7.500	3	4	b200b300c/b450c/b750f
7928	Button	Ad3h	6c4c3s	300	3.000	2	3	b300c/kb450f
7929	BigBlind	4d4s		200	2.000	1	2	b200b450f
7930	Button	7c3h	Ts4c3cAd	650	6.500	3	5	b250c/kb400c/kb650f
7931	BigBlind	2d8s	KhKd6d	300	3.000	2	3	b200b300c/b300f
7932	Button	Qh6s		100	1.000	1	1	b300f
7933	BigBlind	3c4h	AsTh8h	300	3.000	2	3	b200b300c/b300f
7934	Button	Qc9h		900	9.000	2	2	b300b900b1800f
7935	BigBlind	2dQs		200	2.000	1	2	b200b300f
7936	Button	5h8s	Qs6d2h9hJc	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
7937	BigBlind	ThJh		50	0.500	0	1	f
7938	Button	2cQd	QsQh2h7h8h	20000	200.000	4	6	b250b750b1250c/kb1900c/b7050b16850c/
7939	BigBlind	6dKh	8s6c5h	3300	33.000	3	4	b200b300b1800b3300c/b4950f
7940	Button	Jc2d	9d7s3h	1250	12.500	3	4	b250b750b1250c/kb1250f
7941	BigBlind	3hQh	Kd7h5d4c9c	-20000	-200.000	5	5	b200b300b1800b3300c/b3300b7500b11700b16700c//
7942	Button	8c8s	Kc2d2c4d3s	-20000	-200.000	4	5	b300b900b1800c/b100b2900c/b15300c/
7943	BigBlind	Qc9s	Kh9c8sQsTh	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
7944	Button	8cJh	AcKc2d4s9s	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
7945	BigBlind	5d7s	Ks9d2d	300	3.000	2	3	b200b300c/b300f
7946	Button	6sAs		100	1.000	1	1	b300f
7947	BigBlind	2d9s	KhQcTc9c	600	6.000	3	4	b200b300c/b300c/b600f
7948	Button	5c6h	Qs9s5h	250	2.500	2	3	b250c/kb400f
7949	BigBlind	2hQh	8h5d4s	300	3.000	2	3	b200b300c/b300f
7950	Button	JdJh	Qd8c2s9dAh	-9250	-92.500	4	7	b300c/kb450c/b1050b2950c/kb5550c
7951	BigBlind	9hTs		200	2.000	1	2	b200b300f
7952	Button	3cJh		750	7.500	2	2	b250b750b1250f
7953	BigBlind	9d6s	AcTs5s7d	600	6.000	3	4	b200b300c/b300c/b600f
7954	Button	7c3s	Ad5s5h	250	2.500	2	3	b250c/kb250f
7955	BigBlind	QdKh		200	2.000	1	2	b200b450f
7956	Button	5d2s	KsKd9h6h	500	5.000	3	5	b250c/kb250c/kb500f
7957	BigBlind	Qh4s	KdQc6h	300	3.000	2	3	b200b300c/b450f
7958	Button	AdQs	7c4s2s2dKh	3250	32.500	4	7	b300c/b300b1000c/kb1950c/kb4900f
7959	BigBlind	TcTd	KdTh4h	2400	24.000	3	4	b200b450c/b700b1950b4600f
7960	Button	Jc9s		100	1.000	1	1	b300f
7961	BigBlind	2c5h	KsTs9sKd4d	-7200	-72.000	6	6	b200b300c/b300b900b1500c/b1800c/b3600b16400f
7962	Button	Jc4s	Tc6s6hTd	1000	10.000	3	5	b250c/kb250c/b500b1000f
7963	BigBlind	2c2h	Qh8d3dAcTc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7964	Button	9c4d	6c5c2d3d8h	0	0.000	4	4	b250b750b1250c/b3250b6500b18750c//
7965	BigBlind	TcAs	Ad6d4cJdJh	-7250	-72.500	4	5	b200b450c/b700c/b1750c/b4350c
7966	Button	AcAs		100	1.000	1	1	b300f
7967	BigBlind	2hAs	Qd9h4c	-4800	-48.000	4	4	b200b300c/b300b2400b4500b19700f
7968	Button	7c5h		100	1.000	1	1	b250f
7969	BigBlind	2c3d	Qs7s5d2d9d	-3000	-30.000	4	5	b200b300c/b300c/b900c/b1500c
7970	Button	TsKs	9d8h5c	300	3.000	2	3	b300c/kb300f
7971	BigBlind	5cKs	7c4s2c9cKc	3600	36.000	5	6	b200b300c/b300b900b1500c/b1800c/b5400f
7972	Button	KhAs		100	1.000	1	1	b300f
7973	BigBlind	6c5d	Ad9s6s	300	3.000	2	3	b200b300c/b300f
7974	Button	8c4s	Ks7c3c6s6d	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
7975	BigBlind	9hTh	8c7d2h5s	2400	24.000	4	5	b200b300c/b300c/b600b1800b3000f
7976	Button	7c4s	AcKd4hKh	650	6.500	3	5	b250c/kb400c/kb1000f
7977	BigBlind	6c5s	Jd9d8s	300	3.000	2	3	b200b300c/b300f
7978	Button	7c5d	As9h9d5s8s	-8000	-80.000	4	7	b250c/b250b500c/b750b2450c/kb4800c
7979	BigBlind	2sKs	QhJh8c	300	3.000	2	3	b200b300c/b300f
7980	Button	6d7s	KsQc4sAsAc	-10000	-100.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000c
7981	BigBlind	6c3s		50	0.500	0	1	f
7982	Button	2s7s		100	1.000	1	1	b250f
7983	BigBlind	AcKh	Qc7c5s	450	4.500	2	3	b200b450c/b700f
7984	Button	4c5h	KsJc9d8c	500	5.000	3	5	b250c/kb250c/kb500f
7985	BigBlind	5c7c	Qd5d4dTd	600	6.000	3	4	b200b300c/b300c/b600f
7986	Button	JdTs		100	1.000	1	1	b300f
7987	BigBlind	6s7s	Ks6h4s	300	3.000	2	3	b200b300c/b450f
7988	Button	2dKd	AsJs7c4c	3600	36.000	4	6	b300c/kb300c/kb600b3000b5400f
7989	BigBlind	9cTh	KhKd4d2s	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
7990	Button	3dKd	Ks5s4hQc	750	7.500	3	5	b300c/kb450c/kb1150f
7991	BigBlind	8cAs		50	0.500	0	1	f
7992	Button	2d6h		100	1.000	1	1	b250f
7993	BigBlind	4dKh	Jc6s2s	300	3.000	2	3	b200b300c/b300f
7994	Button	9hJs	Tc7d4d	-3000	-30.000	4	4	b300c/kb300b1500b2700b19700f
7995	BigBlind	7c7s	Ad8d4s	450	4.500	2	3	b200b450c/b450f
7996	Button	Th9s	Kc6d4d	300	3.000	2	3	b300c/kb300f
7997	BigBlind	6cTc	9s4d3s2h7c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
7998	Button	Td2s		750	7.500	2	2	b250b750b1250f
7999	BigBlind	2h9s	ThTd8c2s	4800	48.000	4	5	b200b300c/b300b2400b4500c/b4800f
8000	Button	Kd9h	9s6h6c	300	3.000	2	3	b300c/kb450f
8001	BigBlind	4hTs	ThTd3h	3300	33.000	3	4	b200b300b1800b3300c/b4950f
8002	Button	TcAc	AhKh6s	300	3.000	2	3	b300c/kb450f
8003	BigBlind	6c8s	AhKd9hKh	600	6.000	3	4	b200b300c/b300c/b600f
8004	Button	5hJh	Js7s3s8h	1500	15.000	3	5	b250c/kb400c/b850b2450f
8005	BigBlind	5c2h	Jh7s4h8s8d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8006	Button	5h7h	KsQhTh	250	2.500	2	3	b250c/kb250f
8007	BigBlind	KcQs	9h6h5s	450	4.500	2	3	b200b450c/b450f
8008	Button	7dQs		100	1.000	1	1	b300f
8009	BigBlind	5cAd		200	2.000	1	2	b200b450f
8010	Button	6dTd		100	1.000	1	1	b250f
8011	BigBlind	5dAs	7s5c3s5s5h	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
8012	Button	6c3s	AcJs8sAh5h	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
8013	BigBlind	3c8c		200	2.000	1	2	b200b300f
8014	Button	2h9s	9d7s6c	250	2.500	2	3	b250c/kb400f
8015	BigBlind	3dJd		200	2.000	1	2	b200b300f
8016	Button	4h9h	Jh5h2h2c8s	4150	41.500	4	7	b250c/kb400c/kb1000c/kb2500c
8017	BigBlind	3dJh		50	0.500	0	1	f
8018	Button	6d3s	QsTs2c4c	500	5.000	3	5	b250c/kb250c/kb500f
8019	BigBlind	KdAd	KsJd7d5c	1150	11.500	3	4	b200b450c/b700c/b1750f
8020	Button	9h8s	KdQsJdJh	500	5.000	3	5	b250c/kb250c/kb500f
8021	BigBlind	Qc2d	Ah9d7c	300	3.000	2	3	b200b300c/b300f
8022	Button	7d7h	Ks9c8cQh3c	-20000	-200.000	5	7	b300b900b1800c/kb2700c/kb4500c/b11000c
8023	BigBlind	JdKd	AdTc4h9h	900	9.000	3	4	b200b450c/b450c/b900f
8024	Button	2s3s	Ad9s3h	250	2.500	2	3	b250c/kb400f
8025	BigBlind	5cQd		200	2.000	1	2	b200b300f
8026	Button	9d3s		100	1.000	1	1	b250f
8027	BigBlind	7h7s		200	2.000	1	2	b200b450f
8028	Button	Th6s	Ad7d5s5d4d	-15000	-150.000	5	8	b250c/kb250c/b500b1000c/kb1500b7500b13500c
8029	BigBlind	Qc8d	4d3c2cKdKh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8030	Button	4d5d	Qs6c4hTc9s	-20000	-200.000	5	6	b250c/kb400c/kb650b3850b7050b19350c/
8031	BigBlind	7sKs		50	0.500	0	1	f
8032	Button	Td2h	9c8c7d	250	2.500	2	3	b250c/kb250f
8033	BigBlind	4d8s	Qs3s3hQh5h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8034	Button	9hQs	AdAc3s6hTd	-20000	-200.000	5	6	b300c/kb450c/kb750b4650b8550b19250c/
8035	BigBlind	8sAs	Kh7d6h5d7h	-20000	-200.000	4	4	b200b450c/b450b2250b4050b19550c//
8036	Button	7h2s	AhJc7cTs4c	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
8037	BigBlind	4cQh	5c4s2h2c	750	7.500	3	4	b200b300c/b450c/b1150f
8038	Button	9h3s		750	7.500	2	2	b250b750b1250f
8039	BigBlind	Qd2s	Ts8c4d	300	3.000	2	3	b200b300c/b300f
8040	Button	4h3s	KdQh8d5s	500	5.000	3	5	b250c/kb250c/kb500f
8041	BigBlind	4cTd	QsQd3cAc	600	6.000	3	4	b200b300c/b300c/b600f
8042	Button	TcKc		100	1.000	1	1	b300f
8043	BigBlind	6hJh	Qh7c3hAs	750	7.500	3	4	b200b300c/b450c/b750f
8044	Button	9d4s	QdQc2c6s	500	5.000	3	5	b250c/kb250c/kb500f
8045	BigBlind	5hJh		50	0.500	0	1	f
8046	Button	Kc9d		100	1.000	1	1	b300f
8047	BigBlind	QhKh	Qs9c5s	450	4.500	2	3	b200b450c/b700f
8048	Button	2dJd	KdQsJhJc	650	6.500	3	5	b250c/kb400c/kb1000f
8049	BigBlind	9d4s	Qh6h3s4dJh	-3000	-30.000	4	5	b200b300c/b300c/b900c/b1500c
8050	Button	3h2s		100	1.000	1	1	b250f
8051	BigBlind	JcTs	3s3h3c8s2h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8052	Button	Jd4s		100	1.000	1	1	b250f
8053	BigBlind	Ad8s		50	0.500	0	1	f
8054	Button	3c2h	KdTs6hTc6c	-5000	-50.000	5	8	b250c/kb250c/kb500b1500b2500c/b1000b2000c
8055	BigBlind	8dJs	5c3c2d2h7s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8056	Button	6dTh	Tc9s7d8dTd	-7750	-77.500	4	7	b250c/kb400c/b850b2450c/kb4650c
8057	BigBlind	5d6d		50	0.500	0	1	f
8058	Button	6cQc		100	1.000	1	1	b300f
8059	BigBlind	7c6h		50	0.500	0	1	f
8060	Button	9h8s	Td3s2s	250	2.500	2	3	b250c/kb250f
8061	BigBlind	Ad6s	8d7s7hQs	600	6.000	3	4	b200b300c/b300c/b600f
8062	Button	9d6s	8s7s2dQs4s	20000	200.000	4	5	b250c/kb400b1250b2100b13250b19750c//
8063	BigBlind	4d4s	AcKs9d	300	3.000	2	3	b200b300c/b300f
8064	Button	9h5s	Qs5d3c4d	650	6.500	3	5	b250c/kb400c/kb1000f
8065	BigBlind	7s8s	7h4c2d	300	3.000	2	3	b200b300c/b450f
8066	Button	2d8h		100	1.000	1	1	b250f
8067	BigBlind	9sJs	Ks9h8c7s	750	7.500	3	4	b200b300c/b450c/b1150f
8068	Button	8c9s	Ks7d6sJs	500	5.000	3	5	b250c/kb250c/kb500f
8069	BigBlind	4c7c	QhTc4h7d	600	6.000	3	4	b200b300c/b300c/b900f
8070	Button	AdAs		100	1.000	1	1	b300f
8071	BigBlind	9cAh	QcTc2d	450	4.500	2	3	b200b450c/b450f
8072	Button	Kc6h	Qd8h5c9cKd	1200	12.000	4	7	b300c/kb300c/kb600c/kb1800f
8073	BigBlind	9h7s		200	2.000	1	2	b200b300f
8074	Button	Qd7s		100	1.000	1	1	b300f
8075	BigBlind	Tc9h	KdTh5s6h	750	7.500	3	4	b200b300c/b450c/b1150f
8076	Button	KcKh		100	1.000	1	1	b300f
8077	BigBlind	9d5h	Jc7h7d	300	3.000	2	3	b200b300c/b300f
8078	Button	7hQh		100	1.000	1	1	b300f
8079	BigBlind	Jd7h	KdQh5h2c8h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8080	Button	KhAs		100	1.000	1	1	b300f
8081	BigBlind	3h9s	Jc5d3c	300	3.000	2	3	b200b300c/b450f
8082	Button	8sTs	KhJs5dTc4s	-20000	-200.000	5	8	b300c/kb300c/kb900c/kb2250b9300b18500c
8083	BigBlind	7c9d		50	0.500	0	1	f
8084	Button	5hKh	9h9c6s7s6h	-20000	-200.000	5	6	b300b900b1800c/kb2700c/kb4500b15500c/
8085	BigBlind	7dQh	AhKh3h	300	3.000	2	3	b200b300c/b450f
8086	Button	4h8h	Kc7d6dQdQs	-4500	-45.000	5	7	b250c/kb250c/b500b1000c/b1500b3000b18500f
8087	BigBlind	8c3d		200	2.000	1	2	b200b300f
8088	Button	Ad3s	Jh9s8s5d	9000	90.000	4	6	b300b900b1800c/b3600b7200c/kb9000f
8089	BigBlind	8c5d	8s5s2d6hKh	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
8090	Button	KdKs	Td6s4s	300	3.000	2	3	b300c/kb450f
8091	BigBlind	5cQs		200	2.000	1	2	b200b300f
8092	Button	7sAs	AcQc7cKd	750	7.500	3	5	b300c/kb450c/kb1150f
8093	BigBlind	9h2s	9c8c4d	300	3.000	2	3	b200b300c/b450f
8094	Button	AhKs	AsKc7h	1900	19.000	3	4	b300b900b1800c/b100b2900f
8095	BigBlind	5c4s	9s7c3h7s3d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8096	Button	4d6h	9c7c4h	1500	15.000	3	4	b250c/kb400b1250b2850f
8097	BigBlind	4dTh	Jh7c6c	300	3.000	2	3	b200b300c/b300f
8098	Button	8d6h		100	1.000	1	1	b250f
8099	BigBlind	3c8c		-3300	-33.000	3	3	b200b300b1800b3300b20000f
8100	Button	9hTs	AhJd4h4dJh	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
8101	BigBlind	5dTh	4c3s3h5c	600	6.000	3	4	b200b300c/b300c/b900f
8102	Button	Td4h	AsJh2d	250	2.500	2	3	b250c/kb250f
8103	BigBlind	4c6d	AdTs2h3s9h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8104	Button	Jd8s		100	1.000	1	1	b300f
8105	BigBlind	6h3s	9h8c6s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
8106	Button	9h8s	JhJd5h6hAd	-6000	-60.000	6	8	b250c/kb250c/kb500b1500b2500c/kb3000b17000f
8107	BigBlind	AdTh	3h3d2c3c	4350	43.500	4	5	b200b450c/b700b1550b3900c/b6550f
8108	Button	QdAd		100	1.000	1	1	b300f
8109	BigBlind	TcKh		50	0.500	0	1	f
8110	Button	Tc2h	KcJh2s	250	2.500	2	3	b250c/kb400f
8111	BigBlind	9c7h	QcTs6h2dAs	7200	72.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800f
8112	Button	6hKs		100	1.000	1	1	b300f
8113	BigBlind	7cAs	Jh5h2c	1800	18.000	3	4	b200b450c/b450b1350b2250f
8114	Button	Jc9d		100	1.000	1	1	b300f
8115	BigBlind	5c4s	Qs8d8c	300	3.000	2	3	b200b300c/b300f
8116	Button	Ac3h		100	1.000	1	1	b300f
8117	BigBlind	7c7s	Td3h2h8s	8750	87.500	4	5	b200b450b1800b3500c/b5250c/b11250f
8118	Button	7dTh	KhTs7c	250	2.500	2	3	b250c/kb400f
8119	BigBlind	7d9h	Qd7c5sKcTs	9250	92.500	5	6	b200b300c/b450b1500b3400c/b5550c/b9250f
8120	Button	2h2s	Qd4s2c	12250	122.500	4	5	b250b750b1250b6750b12250c/kb7750f
8121	BigBlind	AcAs	AdTs6s	3500	35.000	3	4	b200b450b1800b3500c/b5250f
8122	Button	2hKh	KdQc6h	1900	19.000	3	4	b300b900b1800c/b100b2900f
8123	BigBlind	JhQs	AcQd4h	300	3.000	2	3	b200b300c/b450f
8124	Button	Qd9h	Jc4s2h	300	3.000	2	3	b300c/kb300f
8125	BigBlind	Th5s	AdTc8h9hJc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8126	Button	3d2s	8c4d3c	1500	15.000	3	4	b250b750b1250c/b250b2300f
8127	BigBlind	Qh5s	KdTd9h	300	3.000	2	3	b200b300c/b300f
8128	Button	2h6s	Kd7d4h	250	2.500	2	3	b250c/kb250f
8129	BigBlind	8c9h	QhJd3hAs	600	6.000	3	4	b200b300c/b300c/b600f
8130	Button	2dQd	Td7h4h	500	5.000	2	3	b250c/b250b500f
8131	BigBlind	9c5s	Kc7c3d	300	3.000	2	3	b200b300c/b300f
8132	Button	2d6s	Qc9d7h	250	2.500	2	3	b250c/kb250f
8133	BigBlind	TdTh		50	0.500	0	1	f
8134	Button	TcQd	8c4h3sAdJd	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
8135	BigBlind	TdJd	Ad9c6s7c	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
8136	Button	2c8d	7h6h3h5hTd	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
8137	BigBlind	Jc8s		200	2.000	1	2	b200b300f
8138	Button	AcQd		100	1.000	1	1	b300f
8139	BigBlind	8dJh	8h6d3h	1200	12.000	3	4	b200b300c/b450b900b2350f
8140	Button	6sTs	Js8d4sAs	6000	60.000	4	6	b250b750b1250c/b250b2300c/b2450b9600f
8141	BigBlind	6hKh	Ad4s2c	300	3.000	2	3	b200b300c/b300f
8142	Button	4dKh		100	1.000	1	1	b300f
8143	BigBlind	7d9d	AcKhKd	300	3.000	2	3	b200b300c/b300f
8144	Button	6c8h	AcQc6hKhTs	-3300	-33.000	4	7	b250c/kb400c/kb1000c/kb1650c
8145	BigBlind	TdQd		200	2.000	1	2	b200b450f
8146	Button	8cTc	Td6d3h7d6s	-20000	-200.000	4	4	b300c/kb450b2400b5000b19700c//
8147	BigBlind	KcJd		50	0.500	0	1	f
8148	Button	3s9s	9d8s5hJs	650	6.500	3	5	b250c/kb400c/kb1000f
8149	BigBlind	KdQs		50	0.500	0	1	f
8150	Button	9hKh		100	1.000	1	1	b300f
8151	BigBlind	5c3s	Qs8h7dTc	4800	48.000	4	5	b200b300c/b300b2400b4500c/b4800f
8152	Button	Jc3s	Ac4h2c	250	2.500	2	3	b250c/kb250f
8153	BigBlind	TcAh	9s9d2c	2000	20.000	3	4	b200b450c/b700b1550b3900f
8154	Button	8d9h		100	1.000	1	1	b250f
8155	BigBlind	2sAs	9c6s4h	300	3.000	2	3	b200b300c/b300f
8156	Button	ThAs	Qs9c3h8d8c	1500	15.000	4	7	b300c/kb450c/kb750c/kb2250f
8157	BigBlind	Kc3s	Ks5h2cJs5c	0	0.000	4	5	b200b300c/b450c/b1150c/b2850c
8158	Button	5cQs	9d8s5s4c9h	4300	43.000	4	7	b250c/b250b800c/b950b3250c/kb6450f
8159	BigBlind	4h3s	Kd8c7s	300	3.000	2	3	b200b300c/b300f
8160	Button	9c4s	7c5h2s	1500	15.000	3	4	b250c/kb250b1250b2250f
8161	BigBlind	9c5d	QcTd9h	300	3.000	2	3	b200b300c/b300f
8162	Button	5cTd	KsKh7cTs	500	5.000	3	5	b250c/kb250c/kb750f
8163	BigBlind	ThJs	AcJc8c4h9s	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
8164	Button	4c4d	KdTc5dQh2h	-3000	-30.000	4	7	b300c/kb450c/kb750c/kb1500c
8165	BigBlind	3sJs		200	2.000	1	2	b200b300f
8166	Button	Qc6s	8d3c2c4c7d	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
8167	BigBlind	7cTs		200	2.000	1	2	b200b300f
8168	Button	Jc5s	As8h7c	250	2.500	2	3	b250c/kb250f
8169	BigBlind	AcKs	Jh9c6h8d3s	-7200	-72.000	5	6	b200b450c/b450b900b1350c/b1800c/b3600c
8170	Button	Jd7h	Kd6s6c	250	2.500	2	3	b250c/kb250f
8171	BigBlind	3d5h	Ts7h4h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
8172	Button	Qc3d		100	1.000	1	1	b250f
8173	BigBlind	7c9c	Td3h2h2s8c	-12000	-120.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000c
8174	Button	AcKs	Kh8c4h	300	3.000	2	3	b300c/kb450f
8175	BigBlind	8c2s	KcQcTs	300	3.000	2	3	b200b300c/b300f
8176	Button	AcTh	Qs9h7d3s4d	-3600	-36.000	4	7	b300c/kb300c/kb600c/b1200b2400c
8177	BigBlind	9c7s	Qs9d8h	2700	27.000	3	4	b200b300c/b450b2400b5000f
8178	Button	5dAh	AsKh3d	300	3.000	2	3	b300c/kb450f
8179	BigBlind	4cKd		50	0.500	0	1	f
8180	Button	Jc2d	Jh6h4cTd	650	6.500	3	5	b250c/kb400c/kb1000f
8181	BigBlind	5cJc		200	2.000	1	2	b200b300f
8182	Button	4cQc		100	1.000	1	1	b300f
8183	BigBlind	5dJh	Kd7s2h3s	600	6.000	3	4	b200b300c/b300c/b600f
8184	Button	TcTh		100	1.000	1	1	b300f
8185	BigBlind	2cAh		50	0.500	0	1	f
8186	Button	8dAh	Kh6h4sJc6s	1200	12.000	4	7	b300c/kb300c/kb600c/kb1200f
8187	BigBlind	QcAd	Td8h4d	450	4.500	2	3	b200b450c/b450f
8188	Button	5hTs	QhTh4cQc8d	-20000	-200.000	5	8	b250b750b1250c/b250b2300c/kb5350c/kb11100c
8189	BigBlind	7h2s	Ac5h3s	300	3.000	2	3	b200b300c/b300f
8190	Button	6dAh		900	9.000	2	2	b300b900b1800f
8191	BigBlind	Tc9s	9h3h2s	2000	20.000	3	4	b200b300c/b450b1700b3750f
8192	Button	Tc8s		100	1.000	1	1	b250f
8193	BigBlind	TcAh		200	2.000	1	2	b200b450f
8194	Button	6d6s		100	1.000	1	1	b300f
8195	BigBlind	4c6c		200	2.000	1	2	b200b300f
8196	Button	7cQc		100	1.000	1	1	b300f
8197	BigBlind	8dKs		200	2.000	1	2	b200b300f
8198	Button	Ah9s	Td5d2c6h	600	6.000	3	5	b300c/kb300c/kb600f
8199	BigBlind	2dAh	7d6s3d	300	3.000	2	3	b200b300c/b300f
8200	Button	5dTd	QhJh7s	1250	12.500	3	4	b250b750b1250c/kb1250f
8201	BigBlind	9dQs	KsQdJd	300	3.000	2	3	b200b300c/b450f
8202	Button	Kc8h	AdKhJcTh6d	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
8203	BigBlind	8cAh		200	2.000	1	2	b200b450f
8204	Button	4c5s	Jh6c5c4h4d	7900	79.000	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850f
8205	BigBlind	6sTs	AsAc9c4c	600	6.000	3	4	b200b300c/b300c/b600f
8206	Button	4c7s		750	7.500	2	2	b250b750b1250f
8207	BigBlind	Td3h	Jc5h5d	300	3.000	2	3	b200b300c/b300f
8208	Button	6h2s	AdJd2hKd5h	1300	13.000	4	7	b250c/kb400c/kb650c/kb1300f
8209	BigBlind	Kd8h	Qh7h4cAhJd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8210	Button	Td4h	9d6h4d	250	2.500	2	3	b250c/kb400f
8211	BigBlind	Jc3s	KdJhTc6s8h	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
8212	Button	Kc9s	9c5h4sJh4h	-16650	-166.500	5	8	b300c/kb450b900b2350c/kb4000c/kb10000c
8213	BigBlind	TcTs	Jh9s8h	450	4.500	2	3	b200b450c/b700f
8214	Button	8cJh		100	1.000	1	1	b300f
8215	BigBlind	2d9h	AhKs4c9cTs	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
8216	Button	9cQs	Th7c5h3h	600	6.000	3	5	b300c/kb300c/kb600f
8217	BigBlind	3c2s	5s4h4dAh6d	-20000	-200.000	5	6	b200b300c/b300c/b900c/b2250b9300b18500c
8218	Button	9hQh	Ks3d2hKd9c	1800	18.000	4	7	b300c/b300b600c/kb900c/kb2700f
8219	BigBlind	Ad2h	6s6h6cAh	750	7.500	3	4	b200b300c/b450c/b1150f
8220	Button	Tc5s		750	7.500	2	2	b250b750b1250f
8221	BigBlind	7d9d	Kc8c2s	300	3.000	2	3	b200b300c/b300f
8222	Button	Qd2h		750	7.500	2	2	b250b750b1250f
8223	BigBlind	QhKh	Ac6h4s8c	2700	27.000	4	5	b200b450c/b450b1350b2250c/b2700f
8224	Button	Qd8h		100	1.000	1	1	b300f
8225	BigBlind	Ad5s	Qs9h4hJcTc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8226	Button	4hKh		100	1.000	1	1	b300f
8227	BigBlind	Qc8d	Td8h6cQh	750	7.500	3	4	b200b300c/b450c/b1150f
8228	Button	6h4s	9h7d3c	1250	12.500	3	4	b250b750b1250c/kb1250f
8229	BigBlind	9hQh	Kh8c5hQd7h	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
8230	Button	6sQs	JsTs9s	300	3.000	2	3	b300c/kb450f
